trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
26,0,26,0,50.832016333334224,None,u,0.10431729999982053,50.82238950000101,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
27,0,27,0,50.96553473333236,None,u,0.11547840000275755,50.95598229999814,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
28,0,28,0,51.11188773333245,None,u,0.11014389999763807,51.10109480000028,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
29,0,29,0,51.24599913333125,None,u,0.12165180000010878,51.23655470000085,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
30,0,30,0,51.391385033334274,None,u,0.11660670000128448,51.38125619999846,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
31,0,31,0,51.538040333333385,None,u,0.11958690000028582,51.52768709999873,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
32,0,32,0,51.6847107333347,None,u,0.09502470000006724,51.673553900000115,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
33,0,33,0,51.80449573333365,None,u,0.10490240000217455,51.79396509999788,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
34,0,34,0,51.93800673333365,None,u,0.12567869999838877,51.92681629999788,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
35,0,35,0,52.085883133332146,None,u,0.11325959999885526,52.08039980000103,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
36,0,36,0,52.24533053333337,None,u,0.0990775999998732,52.239084799999546,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
37,0,37,0,52.37826873333373,None,u,0.12339190000056988,52.36779100000058,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
38,0,38,0,52.52507973333243,None,u,0.12339480000082403,52.514890899998136,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
39,0,39,0,52.67234553333449,None,u,0.11531880000256933,52.66279020000002,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
40,0,40,0,52.81940063333289,None,u,0.11203350000141654,52.80857979999928,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
41,0,41,0,52.952470333334105,None,u,0.12463800000114134,52.94205769999826,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
42,0,42,0,53.11289063333291,None,u,0.11471940000046743,53.10361289999855,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
43,0,43,0,53.25852743333283,None,u,0.11222839999754797,53.248807100000704,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
44,0,44,0,53.40496623333141,None,u,0.11736980000205222,53.39840769999864,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
45,0,45,0,53.551793433333415,None,u,0.12238699999943492,53.542597799998475,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
46,0,46,0,53.69885863333232,None,u,0.1204890000008163,53.68812759999855,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
47,0,47,0,53.8588459333337,None,u,0.11152219999712543,53.84877359999882,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
48,0,48,0,53.99411433333128,None,u,0.11087240000051679,53.985211600000184,None,,001,2020_Oct_16_1630,temp,2020.1.3,None,
